Rule ID,Rule Name,Rule Description,Visa Type,Eligibility Criteria,Application Fee,Processing Time,Required Documents,Additional Notes
346,Tier 2 Work Visa,Allows family members of UK residents to join them in the UK.,Work,"Job offer, Certificate of Sponsorship, appropriate salary",£610,3 weeks,"Passport, bank statements, travel itinerary",Can work part-time during term and full-time during breaks.
347,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency","£1,523",3 weeks,"Passport, CAS, financial proof, TB test",Family visa holders can apply for indefinite leave to remain after 5 years.
348,Innovator Visa,Allows individuals to visit the UK for tourism or family visits.,Business,"Accepted by a UK institution, proof of funds, English proficiency",£610,3 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
349,Visitor Visa,Allows family members of UK residents to join them in the UK.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",8 weeks,"Passport, CAS, financial proof, TB test",Family visa holders can apply for indefinite leave to remain after 5 years.
350,Tier 4 Student,For international students pursuing a course in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body",£95,8 weeks,"Passport, business plan, endorsement letter, financial proof",Can work part-time during term and full-time during breaks.
351,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Work,"Family relationship proof, sufficient funds","£1,523",3 weeks,"Passport, business plan, endorsement letter, financial proof",Must maintain the endorsement and continue business activities.
352,Tier 4 Student,For international students pursuing a course in the UK.,Work,"Innovative business idea, proof of funds, endorsement by an approved body",£610,12 weeks,"Passport, relationship proof, financial proof",Can work part-time during term and full-time during breaks.
353,Family Visa,For international students pursuing a course in the UK.,Family,Must have sufficient funds for the duration of stay and intention to return,"£1,523",8 weeks,"Passport, CoS, qualifications, proof of funds",Family visa holders can apply for indefinite leave to remain after 5 years.
354,Innovator Visa,Allows individuals to visit the UK for tourism or family visits.,Business,"Job offer, Certificate of Sponsorship, appropriate salary",£95,6 months,"Passport, business plan, endorsement letter, financial proof",Must maintain the endorsement and continue business activities.
355,Tier 2 Work Visa,For international students pursuing a course in the UK.,Work,Must have sufficient funds for the duration of stay and intention to return,"£1,523",12 weeks,"Passport, CoS, qualifications, proof of funds",Family visa holders can apply for indefinite leave to remain after 5 years.
356,Family Visa,For international students pursuing a course in the UK.,Work,"Family relationship proof, sufficient funds","£1,523",12 weeks,"Passport, business plan, endorsement letter, financial proof",Can work part-time during term and full-time during breaks.
357,Tier 4 Student,Allows individuals to visit the UK for tourism or family visits.,Work,"Family relationship proof, sufficient funds",£348,12 weeks,"Passport, relationship proof, financial proof",Must maintain the endorsement and continue business activities.
358,Tier 4 Student,Allows individuals to visit the UK for tourism or family visits.,Family,"Innovative business idea, proof of funds, endorsement by an approved body",£95,6 months,"Passport, CoS, qualifications, proof of funds",Can work part-time during term and full-time during breaks.
359,Visitor Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Family,Must have sufficient funds for the duration of stay and intention to return,"£1,523",3 weeks,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
360,Family Visa,Allows family members of UK residents to join them in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",12 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
361,Innovator Visa,Allows family members of UK residents to join them in the UK.,Student,"Family relationship proof, sufficient funds",£348,6 months,"Passport, CoS, qualifications, proof of funds",Family visa holders can apply for indefinite leave to remain after 5 years.
362,Family Visa,For experienced business people seeking to establish an innovative business in the UK.,Student,"Job offer, Certificate of Sponsorship, appropriate salary","£1,523",3 weeks,"Passport, business plan, endorsement letter, financial proof",Can work part-time during term and full-time during breaks.
363,Family Visa,Allows family members of UK residents to join them in the UK.,Work,"Innovative business idea, proof of funds, endorsement by an approved body",£95,12 weeks,"Passport, business plan, endorsement letter, financial proof",Max 6 months stay per visit.
364,Tier 2 Work Visa,For experienced business people seeking to establish an innovative business in the UK.,Business,"Family relationship proof, sufficient funds",£95,6 months,"Passport, bank statements, travel itinerary",Sponsorship from a licensed UK employer required.
365,Innovator Visa,For experienced business people seeking to establish an innovative business in the UK.,Visitor,Must have sufficient funds for the duration of stay and intention to return,£610,12 weeks,"Passport, CAS, financial proof, TB test",Family visa holders can apply for indefinite leave to remain after 5 years.
366,Tier 2 Work Visa,For international students pursuing a course in the UK.,Business,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",3 weeks,"Passport, bank statements, travel itinerary",Must maintain the endorsement and continue business activities.
367,Family Visa,Allows family members of UK residents to join them in the UK.,Visitor,"Innovative business idea, proof of funds, endorsement by an approved body",£348,6 months,"Passport, bank statements, travel itinerary",Max 6 months stay per visit.
368,Visitor Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Business,"Job offer, Certificate of Sponsorship, appropriate salary","£1,523",6 months,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
369,Innovator Visa,For international students pursuing a course in the UK.,Student,"Job offer, Certificate of Sponsorship, appropriate salary","£1,021",3 weeks,"Passport, relationship proof, financial proof",Can work part-time during term and full-time during breaks.
370,Tier 2 Work Visa,For international students pursuing a course in the UK.,Visitor,"Family relationship proof, sufficient funds",£610,12 weeks,"Passport, relationship proof, financial proof",Can work part-time during term and full-time during breaks.
371,Family Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",6 months,"Passport, business plan, endorsement letter, financial proof",Must maintain the endorsement and continue business activities.
372,Tier 2 Work Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Visitor,"Job offer, Certificate of Sponsorship, appropriate salary",£610,8 weeks,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
